CPU_MEM_TOTAL: 394153260
CPUS_ON_NODE: 48
CPUS_ON_NODE: 48
REQUESTED_CPUS: 1
REQUESTED_CPUS: 1
REQUESTED_NODES 1
REQUESTED_NODES 1
NODE_NAME: c696
NODE_NAME: c696
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
14  0   5964 372384896   5060 5081596    0    0     1     2    0    0 35  1 63  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  0   5964 374986528   5060 5569672    0    0     0     0 10625  479 21  0 79  0  0
 4  0   5964 374847488   5060 5573028    0    0     0     0 10607  510 21  0 79  0  0
 3  0   5964 374847488   5060 5573028    0    0     0     0 10607  510 21  0 79  0  0
11  0   5964 374819232   5060 5576388    0    0     0    13 9551  521 19  0 81  0  0
10  0   5964 374819232   5060 5576388    0    0     0    13 9551  521 19  0 81  0  0
11  0   5964 374815136   5060 5579740    0    0     0     0 10641  444 21  0 79  0  0
10  0   5964 374815136   5060 5579740    0    0     0     0 10641  444 21  0 79  0  0
11  0   5964 374805376   5060 5583096    0    0     0     0 10796  751 21  0 79  0  0
10  0   5964 374805376   5060 5583096    0    0     0     0 10796  751 21  0 79  0  0
11  0   5964 374801856   5060 5586456    0    0     0     2 10592  431 21  0 79  0  0
10  0   5964 374801856   5060 5586456    0    0     0     2 10592  431 21  0 79  0  0
11  0   5964 374773504   5060 5586456    0    0     0     0 10575  405 21  0 79  0  0
10  0   5964 374773504   5060 5586456    0    0     0     0 10575  405 21  0 79  0  0
11  0   5964 374770016   5060 5589816    0    0     0     0 10624  489 21  0 79  0  0
10  0   5964 374770016   5060 5589816    0    0     0     0 10624  489 21  0 79  0  0
11  0   5964 374766464   5060 5593168    0    0     0    10 10628  469 21  0 79  0  0
10  0   5964 374766464   5060 5593168    0    0     0    10 10628  469 21  0 79  0  0
11  0   5964 374760896   5060 5596520    0    0     0     0 10642  473 21  0 79  0  0
10  0   5964 374760896   5060 5596520    0    0     0     0 10642  473 21  0 79  0  0
11  0   5964 374755936   5060 5599748    0    0     0     0 11257 3001 21  0 79  0  0
10  0   5964 374755936   5060 5599748    0    0     0     0 11257 3001 21  0 79  0  0
11  0   5964 374752832   5060 5603108    0    0     0     5 10611  491 21  0 79  0  0
10  0   5964 374752832   5060 5603108    0    0     0     5 10611  491 21  0 79  0  0
11  0   5964 374749280   5060 5606464    0    0     0     0 10616  465 21  0 79  0  0
10  0   5964 374749280   5060 5606464    0    0     0     0 10616  465 21  0 79  0  0
11  0   5964 374745856   5060 5609828    0    0     0     0 10573  517 21  0 79  0  0
10  0   5964 374745856   5060 5609828    0    0     0     0 10573  517 21  0 79  0  0
11  0   5964 374741792   5060 5613184    0    0     0     9 10555  531 21  0 79  0  0
10  0   5964 374741792   5060 5613184    0    0     0     9 10555  531 21  0 79  0  0
11  0   5964 374725952   5060 5616544    0    0     0     0 10527  491 21  0 79  0  0
10  0   5964 374725952   5060 5616544    0    0     0     0 10527  491 21  0 79  0  0
11  0   5964 374722368   5060 5619896    0    0     0     0 10695  805 21  0 79  0  0
10  0   5964 374722368   5060 5619896    0    0     0     0 10695  805 21  0 79  0  0
11  0   5964 374721088   5060 5621088    0    0     0    37 10479  479 21  0 79  0  0
10  0   5964 374721088   5060 5621088    0    0     0    37 10479  479 21  0 79  0  0
12  0   5964 374716448   5060 5625520    0    0     0     0 10431  492 21  0 79  0  0
11  0   5964 374716448   5060 5625520    0    0     0     0 10432  492 21  0 79  0  0
11  0   5964 374712000   5060 5629960    0    0     0     0 10494  529 21  0 79  0  0
10  0   5964 374712000   5060 5629960    0    0     0     0 10494  529 21  0 79  0  0
11  0   5964 374708384   5060 5633320    0    0     0    22 10425  472 21  0 79  0  0
10  0   5964 374708384   5060 5633320    0    0     0    22 10425  472 21  0 79  0  0
11  0   5964 374704832   5060 5636672    0    0     0     0 10384  434 21  0 79  0  0
10  0   5964 374704832   5060 5636672    0    0     0     0 10384  434 21  0 79  0  0
11  0   5964 374700448   5060 5640032    0    0     0     0 10527  742 21  0 79  0  0
10  0   5964 374700448   5060 5640032    0    0     0     0 10527  742 21  0 79  0  0
11  0   5964 374697056   5060 5643388    0    0     0     3 10416  448 21  0 79  0  0
10  0   5964 374697056   5060 5643388    0    0     0     3 10416  448 21  0 79  0  0
11  0   5964 374689408   5060 5646748    0    0     0     0 10440  440 21  0 79  0  0
10  0   5964 374689408   5060 5646748    0    0     0     0 10440  440 21  0 79  0  0
11  0   5964 374685984   5060 5650108    0    0     0     0 10449  491 21  0 79  0  0
10  0   5964 374685984   5060 5650108    0    0     0     0 10449  491 21  0 79  0  0
11  0   5964 374682560   5060 5653460    0    0     0     9 10531  468 21  0 79  0  0
10  0   5964 374682560   5060 5653460    0    0     0     9 10531  468 21  0 79  0  0
11  0   5964 374682432   5060 5653464    0    0     0     0 10568  406 21  0 79  0  0
10  0   5964 374682432   5060 5653464    0    0     0     0 10568  406 21  0 79  0  0
11  0   5964 374678208   5060 5656824    0    0     0     0 10733  744 21  0 79  0  0
10  0   5964 374678208   5060 5656824    0    0     0     0 10733  744 21  0 79  0  0
10  0   5964 376558656   5060 5660256    0    0     0     3 10103  642 19  0 81  0  0
 9  0   5964 376558656   5060 5660256    0    0     0     3 10103  642 19  0 81  0  0
10  0   5964 376544096   5060 5663608    0    0     0     0 9539  436 19  0 81  0  0
 9  0   5964 376544096   5060 5663608    0    0     0     0 9539  436 19  0 81  0  0
10  0   5964 376524160   5060 5666972    0    0     0     0 9635  511 19  0 81  0  0
 9  0   5964 376524160   5060 5666972    0    0     0     0 9635  511 19  0 81  0  0
 2  0   5964 377492544   5060 5674088    0    0     0    21 9538 2200 18  0 82  0  0
 1  0   5964 377492544   5060 5674088    0    0     0    21 9538 2200 18  0 82  0  0
10  0   5964 376773280   5060 5743232    0    0     0 12986 6903 1387 12  0 88  0  0
 9  0   5964 376773280   5060 5743232    0    0     0 12986 6903 1387 12  0 88  0  0
10  0   5964 376657440   5060 5746596    0    0     0     0 9796  802 19  0 81  0  0
 9  0   5964 376657440   5060 5746596    0    0     0     0 9796  802 19  0 81  0  0
10  0   5964 376964480   5060 5760548    0    0     0 13587 8377  897 16  0 84  0  0
 9  0   5964 376964480   5060 5760548    0    0     0 13587 8377  897 16  0 84  0  0
10  0   5964 376928128   5060 5763908    0    0     0  2023 9532  532 19  0 81  0  0
 9  0   5964 376928128   5060 5763908    0    0     0  2023 9532  532 19  0 81  0  0
10  0   5964 376924384   5060 5767268    0    0     0     0 9560  512 19  0 81  0  0
 9  0   5964 376924384   5060 5767268    0    0     0     0 9560  512 19  0 81  0  0
10  0   5964 376752640   5060 5768276    0    0     0    18 8498  463 17  0 83  0  0
 9  0   5964 376752640   5060 5768276    0    0     0    18 8498  463 17  0 83  0  0
10  0   5964 376747584   5060 5772892    0    0     0     0 9487  466 19  0 81  0  0
 9  0   5964 376747584   5060 5772892    0    0     0     0 9487  466 19  0 81  0  0
10  0   5964 376734080   5060 5777332    0    0     0     0 10230 2981 19  0 81  0  0
 9  0   5964 376734080   5060 5777332    0    0     0     0 10230 2981 19  0 81  0  0
10  0   5964 376731072   5060 5780692    0    0     0     3 9480  430 19  0 81  0  0
 9  0   5964 376731072   5060 5780692    0    0     0     3 9480  430 19  0 81  0  0
10  0   5964 376725504   5060 5784044    0    0     0     0 9475  439 19  0 81  0  0
 9  0   5964 376725504   5060 5784044    0    0     0     0 9475  439 19  0 81  0  0
10  0   5964 376722112   5060 5787396    0    0     0     0 9492  470 19  0 81  0  0
 9  0   5964 376722112   5060 5787396    0    0     0     0 9492  470 19  0 81  0  0
10  0   5964 376718528   5060 5790756    0    0     0     2 9482  460 19  0 81  0  0
 9  0   5964 376718528   5060 5790756    0    0     0     2 9482  460 19  0 81  0  0
10  0   5964 376712928   5060 5794116    0    0     0     8 9464  442 19  0 81  0  0
 9  0   5964 376712928   5060 5794116    0    0     0     8 9464  442 19  0 81  0  0
10  0   5964 376592384   5060 5797468    0    0     0     0 9631  716 19  0 81  0  0
 9  0   5964 376592384   5060 5797468    0    0     0     0 9631  716 19  0 81  0  0
10  0   5964 376587008   5060 5800820    0    0     0   966 9437  474 19  0 81  0  0
 9  0   5964 376587008   5060 5800820    0    0     0   966 9437  474 19  0 81  0  0
10  0   5964 376564448   5060 5800824    0    0     0     1 9487  456 19  0 81  0  0
 9  0   5964 376564448   5060 5800824    0    0     0     1 9487  456 19  0 81  0  0
10  0   5964 376560576   5060 5804184    0    0     0 11623 9699  720 19  0 81  0  0
 9  0   5964 376560576   5060 5804184    0    0     0 11623 9699  720 19  0 81  0  0
10  0   5964 376556992   5060 5807540    0    0     0     2 9462  441 19  0 81  0  0
 9  0   5964 376556992   5060 5807540    0    0     0     2 9462  441 19  0 81  0  0
10  0   5964 376547264   5060 5810896    0    0     0     6 8503  480 17  0 83  0  0
 9  0   5964 376547264   5060 5810896    0    0     0     6 8503  480 17  0 83  0  0
10  0   5964 376543712   5060 5814252    0    0     0     0 9642  757 19  0 81  0  0
 9  0   5964 376543712   5060 5814252    0    0     0     0 9642  757 19  0 81  0  0
10  0   5964 376540064   5060 5817612    0    0     0     0 9441  464 19  0 81  0  0
 9  0   5964 376540064   5060 5817612    0    0     0     0 9441  464 19  0 81  0  0
10  0   5964 376532480   5060 5820964    0    0     0     7 9515  490 19  0 81  0  0
 9  0   5964 376532480   5060 5820964    0    0     0     7 9515  490 19  0 81  0  0
10  0   5964 376528896   5060 5824316    0    0     0     0 9552  507 19  0 81  0  0
 9  0   5964 376528896   5060 5824316    0    0     0     0 9552  507 19  0 81  0  0
10  0   5964 376522688   5060 5829948    0    0     0     0 9517  505 19  0 81  0  0
 9  0   5964 376522688   5060 5829948    0    0     0     0 9517  505 19  0 81  0  0
10  0   5964 376518016   5060 5834388    0    0     0     6 9537  448 19  0 81  0  0
 9  0   5964 376518016   5060 5834388    0    0     0     6 9537  448 19  0 81  0  0
10  0   5964 376517632   5060 5834396    0    0     0     0 9623  707 19  0 81  0  0
 9  0   5964 376517632   5060 5834396    0    0     0     0 9623  707 19  0 81  0  0
10  0   5964 376513920   5060 5837744    0    0     0     2 9518  449 19  0 81  0  0
 9  0   5964 376513920   5060 5837744    0    0     0     2 9518  449 19  0 81  0  0
10  0   5964 376510752   5060 5841048    0    0     0   967 9501  476 19  0 81  0  0
 9  0   5964 376510752   5060 5841048    0    0     0   967 9501  476 19  0 81  0  0
10  0   5964 376502944   5060 5844412    0    0     0 11623 9648  713 19  0 81  0  0
 9  0   5964 376502944   5060 5844412    0    0     0 11623 9648  713 19  0 81  0  0
 9  0   5964 376499360   5060 5847768    0    0     0     0 9492  442 19  0 81  0  0
 8  0   5964 376499360   5060 5847768    0    0     0     0 9492  442 19  0 81  0  0
10  0   5964 376492224   5060 5854476    0    0     0     9 9515  469 19  0 81  0  0
 9  0   5964 376492224   5060 5854476    0    0     0     9 9515  469 19  0 81  0  0
10  0   5964 376486528   5060 5857832    0    0     0     0 8640  708 17  0 83  0  0
 9  0   5964 376486528   5060 5857832    0    0     0     0 8640  709 17  0 83  0  0
10  0   5964 376482944   5060 5861192    0    0     0     0 9405  427 19  0 81  0  0
 9  0   5964 376482944   5060 5861192    0    0     0     0 9404  426 19  0 81  0  0
10  0   5964 376475232   5060 5864544    0    0     0     3 9393  416 19  0 81  0  0
 9  0   5964 376475232   5060 5864544    0    0     0     3 9393  416 19  0 81  0  0
10  0   5964 376471968   5060 5867900    0    0     0     0 9473  527 19  0 81  0  0
 9  0   5964 376471968   5060 5867900    0    0     0     0 9473  527 19  0 81  0  0
10  0   5964 376468288   5060 5871256    0    0     0     1 9430  461 19  0 81  0  0
 9  0   5964 376468288   5060 5871256    0    0     0     1 9430  461 19  0 81  0  0
10  0   5964 376464768   5060 5874616    0    0     0     9 9443  469 19  0 81  0  0
 9  0   5964 376464768   5060 5874616    0    0     0     9 9443  469 19  0 81  0  0
10  0   5964 376459904   5060 5877968    0    0     0     0 9865 2970 18  0 81  0  0
 9  0   5964 376459904   5060 5877968    0    0     0     0 9865 2970 18  0 81  0  0
10  0   5964 376456864   5060 5881320    0    0     0     0 9478  492 19  0 81  0  0
 9  0   5964 376456864   5060 5881320    0    0     0     0 9478  492 19  0 81  0  0
10  0   5964 376453344   5060 5884676    0    0     0   970 9612  492 19  0 81  0  0
 9  0   5964 376453344   5060 5884676    0    0     0   970 9612  492 19  0 81  0  0
10  0   5964 376441568   5060 5888036    0    0     0  2895 9673  617 19  0 81  0  0
 9  0   5964 376441568   5060 5888036    0    0     0  2895 9673  617 19  0 81  0  0
10  0   5964 376437952   5060 5891392    0    0     0     0 9622  482 19  0 81  0  0
10  0   5964 376437952   5060 5891392    0    0     0     0 9622  482 19  0 81  0  0
10  0   5964 376428736   5060 5898096    0    0     0     7 9611  474 19  0 81  0  0
 9  0   5964 376428736   5060 5898096    0    0     0     7 9611  474 19  0 81  0  0
10  0   5964 376418624   5060 5901468    0    0     0  8729 8842  913 17  0 83  0  0
 9  0   5964 376418624   5060 5901468    0    0     0  8729 8842  913 17  0 83  0  0
10  0   5964 376418496   5060 5901468    0    0     0     2 9516  412 19  0 81  0  0
 9  0   5964 376418496   5060 5901468    0    0     0     2 9516  412 19  0 81  0  0
 9  0   5964 376411872   5060 5905828    0    0     0     3 9518  445 19  0 81  0  0
 9  0   5964 376411872   5060 5905828    0    0     0     3 9518  445 19  0 81  0  0
10  0   5964 376405984   5060 5911524    0    0     0     0 9549  486 19  0 81  0  0
 9  0   5964 376405984   5060 5911524    0    0     0     0 9548  485 19  0 81  0  0
10  0   5964 376402464   5060 5914892    0    0     0     0 9529  469 19  0 81  0  0
 9  0   5964 376402464   5060 5914892    0    0     0     0 9529  469 19  0 81  0  0
10  0   5964 376398880   5060 5918244    0    0     0     9 9492  435 19  0 81  0  0
 9  0   5964 376398880   5060 5918244    0    0     0     9 9492  435 19  0 81  0  0
10  0   5964 376395040   5060 5921596    0    0     0     0 9632  699 19  0 81  0  0
 9  0   5964 376395040   5060 5921596    0    0     0     0 9632  699 19  0 81  0  0
10  0   5964 376391456   5060 5924952    0    0     0     0 9569  438 19  0 81  0  0
 9  0   5964 376391456   5060 5924952    0    0     0     0 9569  438 19  0 81  0  0
10  0   5964 376384096   5060 5931592    0    0     0   968 9606  503 19  0 81  0  0
 9  0   5964 376384096   5060 5931592    0    0     0   968 9606  503 19  0 81  0  0
10  0   5964 376380768   5060 5935032    0    0     0     0 9629  529 19  0 81  0  0
 9  0   5964 376380768   5060 5935032    0    0     0     0 9629  529 19  0 81  0  0
10  0   5964 376380480   5060 5935032    0    0     0     2 9591  426 19  0 81  0  0
 9  0   5964 376380480   5060 5935032    0    0     0     2 9591  426 19  0 81  0  0
10  0   5964 376376992   5060 5938388    0    0     0     6 9548  463 19  0 81  0  0
 9  0   5964 376376992   5060 5938388    0    0     0     6 9548  463 19  0 81  0  0
10  0   5964 376369856   5060 5945100    0    0     0 11623 8844  995 17  0 83  0  0
 9  0   5964 376369856   5060 5945100    0    0     0 11623 8844  995 17  0 83  0  0
10  0   5964 376366240   5060 5948452    0    0     0     0 9558  495 19  0 81  0  0
 9  0   5964 376366240   5060 5948452    0    0     0     0 9558  495 19  0 81  0  0
10  0   5964 376362656   5060 5951804    0    0     0     7 9541  469 19  0 81  0  0
 9  0   5964 376362656   5060 5951804    0    0     0     7 9541  469 19  0 81  0  0
10  0   5964 376358880   5060 5955172    0    0     0     0 9570  493 19  0 81  0  0
 9  0   5964 376358880   5060 5955172    0    0     0     0 9570  493 19  0 81  0  0
10  0   5964 376355200   5060 5958524    0    0     0     0 9504  513 19  0 81  0  0
 9  0   5964 376355200   5060 5958524    0    0     0     0 9504  513 19  0 81  0  0
10  0   5964 376347936   5060 5964652    0    0     0     6 9620  480 19  0 81  0  0
 9  0   5964 376347936   5060 5964652    0    0     0     6 9620  480 19  0 81  0  0
10  0   5964 376343776   5060 5968600    0    0     0     0 9847  777 19  0 81  0  0
 9  0   5964 376343776   5060 5968600    0    0     0     0 9847  777 19  0 81  0  0
10  0   5964 376343680   5060 5968604    0    0     0     3 9554  402 19  0 81  0  0
 9  0   5964 376343680   5060 5968604    0    0     0     3 9554  402 19  0 81  0  0
10  0   5964 376340064   5060 5971956    0    0     0   967 9318  471 18  0 81  1  0
10  0   5964 376340064   5060 5971956    0    0     0   967 9318  471 18  0 81  1  0
10  0   5964 376519840   5060 5799108    0    0     0 11623 9552  735 19  0 81  0  0
 9  0   5964 376519840   5060 5799108    0    0     0 11623 9553  735 19  0 81  0  0
10  0   5964 376515616   5060 5803472    0    0     0     0 9447  454 19  0 81  0  0
 9  0   5964 376515616   5060 5803472    0    0     0     0 9447  454 19  0 81  0  0
 3  0   5964 376503776   5060 5809176    0    0     0    19 9020  465 18  0 82  0  0
 2  0   5964 376503776   5060 5809176    0    0     0    19 9020  465 18  0 82  0  0
10  0   5964 376501824   5060 5808856    0    0     0     0 9613 2910 18  0 82  0  0
 9  0   5964 376501824   5060 5808856    0    0     0     0 9613 2910 18  0 82  0  0
10  0   5964 376498592   5060 5812208    0    0     0     0 9567  449 19  0 81  0  0
 9  0   5964 376498592   5060 5812208    0    0     0     0 9567  449 19  0 81  0  0
10  0   5964 376493216   5060 5815576    0    0     0     3 9594  451 19  0 81  0  0
 9  0   5964 376493216   5060 5815576    0    0     0     3 9594  451 19  0 81  0  0
10  0   5964 376489952   5060 5818932    0    0     0     0 9606  511 19  0 81  0  0
 9  0   5964 376489952   5060 5818932    0    0     0     0 9606  511 19  0 81  0  0
10  0   5964 376486624   5060 5822284    0    0     0     1 9445  453 19  0 81  0  0
 9  0   5964 376486624   5060 5822284    0    0     0     1 9445  453 19  0 81  0  0
10  0   5964 376483232   5060 5825636    0    0     0     8 9453  448 19  0 81  0  0
 9  0   5964 376483232   5060 5825636    0    0     0     8 9453  448 19  0 81  0  0
10  0   5964 376871136   5060 5461116    0    0     0     0 9752  778 19  0 81  0  0
11  0   5964 376871136   5060 5461116    0    0     0     0 9752  778 19  0 81  0  0
10  0   5964 377050048   5060 5295580    0    0     0   966 9695  555 19  0 81  0  0
11  0   5964 377050048   5060 5295580    0    0     0   966 9695  555 19  0 81  0  0
10  0   5964 377088992   5060 5258468    0    0     0     4 9615  539 19  0 81  0  0
 9  0   5964 377088992   5060 5258468    0    0     0     4 9615  539 19  0 81  0  0
18  4   5964 375321920 174372 6243020    0    0 16412 11623 26172 46764 20  3 77  1  0
17  6   5964 375320928 174476 6242916    0    0 16422 11623 26178 46790 20  3 77  1  0
17  0   5964 372668928 253728 6504532    0    0  7846    10 23647 22583 32  1 66  1  0
16  0   5964 372668928 253728 6504532    0    0  7836    10 23641 22557 32  1 66  1  0
17  0   5964 372657472 253728 6511160    0    0     0     7 15926 1283 31  0 69  0  0
16  0   5964 372657472 253728 6511160    0    0     0     7 15926 1283 31  0 69  0  0
19  0   5964 372651360 253728 6514596    0    0     0     0 17051 1636 33  0 67  0  0
18  0   5964 372651360 253728 6514596    0    0     0     0 17051 1636 33  0 67  0  0
27  0   5964 372725696 253728 6514608    0    0     0     2 16924 1422 33  0 67  0  0
26  0   5964 372723648 253728 6514608    0    0     0     2 16924 1422 33  0 67  0  0
19  0   5964 372584512 253728 6521304    0    0     0    35 16937 1318 33  0 67  0  0
18  0   5964 372584512 253728 6521304    0    0     0    35 16937 1318 33  0 67  0  0
17  0   5964 372580384 253728 6524652    0    0     0     0 16907 1331 33  0 67  0  0
16  0   5964 372580384 253728 6524652    0    0     0     0 16907 1331 33  0 67  0  0
19  0   5964 372576672 253728 6528024    0    0     0     0 16905 1302 33  0 67  0  0
18  0   5964 372576672 253728 6528024    0    0     0     0 16905 1302 33  0 67  0  0
19  0   5964 372560736 253728 6531416    0    0     0    10 16895 1459 33  0 67  0  0
18  0   5964 372560736 253728 6531416    0    0     0    10 16895 1459 33  0 67  0  0
21  0   5964 372553920 253728 6537040    0    0     0   966 16916 1562 33  0 67  0  0
20  0   5964 372553920 253728 6537040    0    0     0   966 16916 1562 33  0 67  0  0
23  0   5964 372552768 253728 6538116    0    0     0     0 16553 1207 33  0 67  1  0
22  0   5964 372552768 253728 6538116    0    0     0     0 16553 1207 33  0 67  1  0
19  0   5964 372545600 253728 6544824    0    0     0 11624 16813 1531 33  0 67  0  0
18  0   5964 372545600 253728 6544824    0    0     0 11624 16813 1531 33  0 67  0  0
17  0   5964 372541760 253728 6548180    0    0     0     0 16827 1282 33  0 67  0  0
16  0   5964 372541760 253728 6548180    0    0     0     0 16827 1282 33  0 67  0  0
21  0   5964 372535840 253728 6551528    0    0     0     2 15860 1236 31  0 69  0  0
20  0   5964 372535840 253728 6551528    0    0     0     2 15860 1236 31  0 69  0  0
19  0   5964 372530240 253728 6554884    0    0     0     7 16749 1222 33  0 67  0  0
18  0   5964 372530240 253728 6554884    0    0     0     7 16749 1222 33  0 67  0  0
19  0   5964 372524736 253728 6558240    0    0     0     0 16952 1544 33  0 67  0  0
19  0   5964 372524736 253728 6558240    0    0     0     0 16952 1545 33  0 67  0  0
21  0   5964 372517792 253728 6564868    0    0     0     0 16885 1321 33  0 67  0  0
21  0   5964 372517792 253728 6564868    0    0     0     0 16885 1321 33  0 67  0  0
15  0   5964 375158848 167240 6401464    0    0 15999    15 31250 50706 27  2 72  0  0
15  0   5964 375158848 167240 6401464    0    0 15999    15 31250 50706 27  2 72  0  0
15  0   5964 373612480 182680 6440380    0    0  1531     0 16483 5603 29  0 71  0  0
14  0   5964 373612480 182680 6440380    0    0  1531     0 16483 5602 29  0 71  0  0
15  0   5964 373604288 182680 6446508    0    0     0     0 14837 1094 29  0 71  0  0
14  0   5964 373604288 182680 6446508    0    0     0     0 14837 1094 29  0 71  0  0
15  0   5964 373536192 185096 6450028    0    0   237    12 15285 1981 29  0 71  0  0
14  0   5964 373536192 185096 6450028    0    0   237    12 15285 1981 29  0 71  0  0
21  0   5964 372485760 253728 6622700    0    0  6691   970 24361 23883 32  1 67  0  0
20  0   5964 372485792 253728 6622700    0    0  6691   970 24361 23883 32  1 67  0  0
21  0   5964 372479552 253728 6626048    0    0     0 11626 16974 1594 33  0 67  0  0
20  0   5964 372479552 253728 6626048    0    0     0 11626 16974 1594 33  0 67  0  0
21  0   5964 372475456 253728 6629396    0    0     0    27 16875 1311 33  0 67  0  0
20  0   5964 372475456 253728 6629396    0    0     0    27 16875 1311 33  0 67  0  0
12  0   5964 372467616 253728 6633260    0    0     0     0 16636 1317 32  0 67  0  0
11  0   5964 372467616 253728 6633260    0    0     0     0 16636 1317 32  0 67  0  0
19  0   5964 372438944 253728 6639460    0    0     0     0 16360 1480 32  0 68  0  0
20  0   5964 372438944 253728 6639460    0    0     0     0 16360 1480 32  0 68  0  0
21  0   5964 372435328 253728 6642808    0    0     0    27 16864 1271 33  0 67  0  0
20  0   5964 372435328 253728 6642808    0    0     0    27 16864 1271 33  0 67  0  0
23  0   5964 372431456 253728 6646160    0    0     0     0 17047 1526 33  0 67  0  0
22  0   5964 372431456 253728 6646160    0    0     0     0 17047 1526 33  0 67  0  0
21  0   5964 372420064 253728 6652896    0    0     0     0 16886 1332 33  0 67  0  0
20  0   5964 372420064 253728 6652896    0    0     0     0 16886 1332 33  0 67  0  0
17  0   5964 372417888 253728 6652900    0    0     0     1 16888 1209 33  0 67  0  0
16  0   5964 372417888 253728 6652900    0    0     0     1 16888 1209 33  0 67  0  0
19  0   5964 372410784 253728 6659604    0    0     0     0 16949 1293 33  0 67  0  0
18  0   5964 372410784 253728 6659604    0    0     0     0 16949 1293 33  0 67  0  0
17  0   5964 372407200 253728 6662964    0    0     0     2 16873 1278 33  0 67  0  0
16  0   5964 372407200 253728 6662964    0    0     0     2 16873 1278 33  0 67  0  0
17  0   5964 372403680 253728 6666312    0    0     0   972 16866 1241 33  0 67  0  0
16  0   5964 372403680 253728 6666312    0    0     0   972 16866 1241 33  0 67  0  0
17  0   5964 372670336 253956 6671620    0    0    23 11623 17074 1889 33  0 67  0  0
16  0   5964 372670336 253956 6671620    0    0    23 11623 17074 1889 33  0 67  0  0
15  0   5964 374361024 175588 6527912    0    0  9817     1 24991 31469 27  1 72  0  0
14  0   5964 374361024 175588 6527912    0    0  9817     1 24991 31469 27  1 72  0  0
17  0   5964 373460864 182680 6547256    0    0   701    12 14613 3075 27  0 73  0  0
16  0   5964 373460864 182680 6547256    0    0   701    12 14613 3075 27  0 73  0  0
17  0   5964 373454240 182680 6552876    0    0     0     0 14867 1066 29  0 71  0  0
16  0   5964 373454240 182680 6552876    0    0     0     0 14867 1066 29  0 71  0  0
19  0   5964 373644512 241376 6695876    0    0 12699     6 27684 39978 28  1 71  0  0
18  0   5964 373644512 241376 6695876    0    0 12699     6 27684 39978 28  1 71  0  0
17  0   5964 372371296 253728 6732140    0    0  1224    20 18270 4896 33  0 67  0  0
16  0   5964 372371296 253728 6732140    0    0  1224    20 18270 4896 33  0 67  0  0
17  0   5964 372366240 253728 6735504    0    0     0     0 17112 1634 33  0 67  0  0
16  0   5964 372366240 253728 6735504    0    0     0     0 17112 1634 33  0 67  0  0
17  0   5964 372361792 253728 6738852    0    0     0     2 16928 1321 33  0 67  0  0
16  0   5964 372361792 253728 6738852    0    0     0     2 16928 1321 33  0 67  0  0
17  0   5964 372317632 253728 6743724    0    0     0    31 16952 1425 33  0 67  0  0
16  0   5964 372317632 253728 6743724    0    0     0    31 16952 1425 33  0 67  0  0
21  0   5964 372310624 253728 6748908    0    0     0   966 16982 1406 33  0 67  0  0
21  0   5964 372310624 253728 6748908    0    0     0   966 16982 1406 33  0 67  0  0
17  0   5964 372310592 253728 6749072    0    0     0     0 16934 1279 33  0 67  0  0
16  0   5964 372310592 253728 6749072    0    0     0     0 16934 1279 33  0 67  0  0
17  0   5964 372301280 253728 6753120    0    0     0 11677 17214 1734 33  0 67  0  0
16  0   5964 372301280 253728 6753120    0    0     0 11677 17214 1734 33  0 67  0  0
21  0   5964 372295616 253728 6756476    0    0     0     2 17128 1696 33  0 67  0  0
20  0   5964 372295616 253728 6756476    0    0     0     2 17128 1696 33  0 67  0  0
17  0   5964 372285856 253728 6759824    0    0     0     2 15985 1270 31  0 68  0  0
16  0   5964 372285856 253728 6759824    0    0     0     2 15985 1270 31  0 68  0  0
19  0   5964 372278784 253728 6766516    0    0     0    14 16849 1287 33  0 67  0  0
18  0   5964 372278784 253728 6766516    0    0     0    14 16849 1287 33  0 67  0  0
19  0   5964 372275872 253728 6769876    0    0     0     0 17011 1342 33  0 67  0  0
18  0   5964 372275872 253728 6769876    0    0     0     0 17011 1342 33  0 67  0  0
19  0   5964 372272512 253728 6773228    0    0     0     2 16853 1288 33  0 67  0  0
18  0   5964 372272512 253728 6773228    0    0     0     2 16853 1288 33  0 67  0  0
16  0   5964 372788704 253956 6779628    0    0    23    14 16878 1399 33  0 67  0  0
15  0   5964 372788704 253956 6779628    0    0    23    14 16878 1399 33  0 67  0  0
14  0   5964 373882848 147156 6534124    0    0    66     1 15328 4020 28  0 72  0  0
13  0   5964 373882848 147156 6534124    0    0    66     1 15328 4020 28  0 72  0  0
14  0   5964 373879488 147156 6537472    0    0     0     0 13800  906 27  0 73  0  0
13  0   5964 373879488 147156 6537472    0    0     0     0 13800  906 27  0 73  0  0
15  0   5964 374128288 147384 6541096    0    0    23   973 13794 1043 27  0 73  0  0
13  0   5964 374128288 147384 6541096    0    0    23   973 13794 1043 27  0 73  0  0
10  0   5964 376036128   5060 6211432    0    0    95 11624 11331 1730 21  0 79  0  0
 9  0   5964 376036128   5060 6211432    0    0    95 11624 11331 1730 21  0 79  0  0
