CPU_MEM_TOTAL: 394153260
CPUS_ON_NODE: 48
CPUS_ON_NODE: 48
REQUESTED_CPUS: 1
REQUESTED_CPUS: 1
REQUESTED_NODES 1
REQUESTED_NODES 1
NODE_NAME: c696
NODE_NAME: c696
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
14  0   5964 372384896   5060 5081596    0    0     1     2    0    0 35  1 63  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  0   5964 376029184   5060 6218128    0    0     0     0 9608  564 19  0 81  0  0
 9  0   5964 376029184   5060 6218128    0    0     0     0 9609  564 19  0 81  0  0
10  0   5964 376021600   5060 6221476    0    0     0    21 8751  484 17  0 83  0  0
 9  0   5964 376021600   5060 6221476    0    0     0    21 8751  484 17  0 83  0  0
10  0   5964 376015232   5060 6227108    0    0     0     0 9763  812 19  0 81  0  0
 9  0   5964 376015232   5060 6227108    0    0     0     0 9763  812 19  0 81  0  0
10  0   5964 376008448   5060 6231536    0    0     0     1 9609  503 19  0 81  0  0
 9  0   5964 376008448   5060 6231536    0    0     0     1 9609  503 19  0 81  0  0
10  0   5964 376004928   5060 6234888    0    0     0    24 9617  479 19  0 81  0  0
 9  0   5964 376004928   5060 6234888    0    0     0    24 9617  479 19  0 81  0  0
10  0   5964 375998144   5060 6241592    0    0     0     0 9672  533 19  0 81  0  0
 9  0   5964 375998144   5060 6241592    0    0     0     0 9672  533 19  0 81  0  0
10  0   5964 375995456   5060 6243868    0    0     0     0 9679  492 19  0 81  0  0
10  0   5964 375995456   5060 6243868    0    0     0     0 9679  492 19  0 81  0  0
10  0   5964 375996000   5060 6243432    0    0     0   975 9613  506 19  0 81  0  0
 9  0   5964 375996000   5060 6243432    0    0     0   975 9613  506 19  0 81  0  0
10  0   5964 375992608   5060 6246784    0    0     0     0 9761  722 19  0 81  0  0
 9  0   5964 375992608   5060 6246784    0    0     0     0 9761  722 19  0 81  0  0
10  0   5964 375981760   5060 6253492    0    0     0 11623 9703  736 19  0 81  0  0
 9  0   5964 375981760   5060 6253492    0    0     0 11623 9703  736 19  0 81  0  0
10  0   5964 375977728   5060 6256836    0    0     0     4 9641  471 19  0 81  0  0
 9  0   5964 375977728   5060 6256836    0    0     0     4 9641  471 19  0 81  0  0
10  0   5964 375969824   5060 6260200    0    0     0     0 8828  504 17  0 83  0  0
 9  0   5964 375969824   5060 6260200    0    0     0     0 8828  504 17  0 83  0  0
10  0   5964 375962720   5060 6266900    0    0     0     2 9614  488 19  0 81  0  0
 9  0   5964 375962720   5060 6266900    0    0     0     2 9614  488 19  0 81  0  0
10  0   5964 375959200   5060 6270252    0    0     0    32 9591  438 19  0 81  0  0
 9  0   5964 375959200   5060 6270252    0    0     0    32 9591  438 19  0 81  0  0
10  0   5964 375955456   5060 6273600    0    0     0     0 9749  754 19  0 81  0  0
 9  0   5964 375955456   5060 6273600    0    0     0     0 9749  754 19  0 81  0  0
10  0   5964 375951808   5060 6276956    0    0     0     0 9598  500 19  0 81  0  0
 9  0   5964 375951808   5060 6276956    0    0     0     0 9598  500 19  0 81  0  0
12  0   5964 375794592  27644 6333324    0    0  2189     6 14020 11800 19  0 81  0  0
11  0   5964 375794592  27644 6333324    0    0  2189     6 14021 11803 19  0 81  0  0
18  0   5964 374623648  40584 6877664    0    0  1275   971 16322 14818 23  1 76  0  0
17  0   5964 374623648  40584 6877664    0    0  1275   971 16321 14815 23  1 76  0  0
19  0   5964 374435776  40584 7108580    0    0     0 11623 17408 37965 27  1 73  0  0
18  0   5964 374435776  40584 7108580    0    0     0 11623 17408 37965 27  1 73  0  0
12  0   5964 374491904  40584 7178800    0    0     0    19 22289 41364 30  1 68  0  0
11  0   5964 374491904  40584 7178800    0    0     0    19 22289 41364 30  1 68  0  0
11  0   5964 374362336  40584 7187272    0    0     0     0 21575 31079 29  1 70  0  0
10  0   5964 374362336  40584 7187272    0    0     0     0 21576 31082 29  1 70  0  0
12  0   5964 374190720  40584 7190996    0    0     0     2 22084 45507 30  1 69  0  0
11  0   5964 374190720  40584 7190996    0    0     0     2 22084 45507 30  1 69  0  0
19  0   5964 374201280  40584 7196688    0    0     0    14 21980 30054 31  1 68  0  0
18  0   5964 374201280  40584 7196688    0    0     0    14 21980 30051 31  1 68  0  0
19  0   5964 374281984  40584 7201692    0    0     0     0 22207 35511 30  1 69  0  0
17  0   5964 374281984  40584 7201692    0    0     0     0 22207 35513 30  1 69  0  0
12  0   5964 374377760  40584 7205376    0    0     0     0 22498 32289 30  1 69  0  0
10  0   5964 374377760  40584 7205376    0    0     0     0 22497 32287 30  1 69  0  0
19  0   5964 374164000  40584 7260288    0    0     0    15 22210 30460 30  1 68  0  0
20  0   5964 374161952  40584 7260288    0    0     0    15 22210 30460 30  1 68  0  0
12  0   5964 374393216  40584 7263964    0    0     0   966 23103 32213 30  1 68  0  0
11  0   5964 374391136  40584 7263964    0    0     0   966 23103 32212 30  1 68  0  0
19  0   5964 374793792  40584 7267704    0    0     0 11702 22476 31043 30  1 69  0  0
18  0   5964 374793792  40584 7267704    0    0     0 11702 22476 31043 30  1 69  0  0
11  0   5964 374926240  40584 7268228    0    0     0     1 19458 23560 27  1 72  0  0
10  0   5964 374926240  40584 7268228    0    0     0     1 19458 23560 27  1 72  0  0
12  0   5964 374925504  40584 7269084    0    0     0     2 10842  603 21  0 79  0  0
11  0   5964 374925504  40584 7269084    0    0     0     2 10842  603 21  0 79  0  0
13  0   5964 374894752  40584 7271232    0    0     0     2 10751  595 21  0 79  0  0
12  0   5964 374894752  40584 7271232    0    0     0     2 10751  595 21  0 79  0  0
15  0   5964 373798336 111632 7473568    0    0  6930     7 19598 21625 23  1 76  0  0
14  0   5964 373798336 111632 7473568    0    0  6930     7 19598 21625 23  1 76  0  0
13  0   5964 374354656  76108 7371548    0    0    30    10 12687 1369 24  0 76  0  0
12  0   5964 374354656  76108 7371548    0    0    30    10 12687 1369 24  0 76  0  0
14  0   5964 374349984  76108 7375468    0    0     0     1 11777  683 23  0 77  0  0
13  0   5964 374349984  76108 7375468    0    0     0     1 11776  683 23  0 77  0  0
17  0   5964 373852512 161476 7562996    0    0  8313     4 19901 26379 23  1 76  0  0
16  0   5964 373852512 161476 7562996    0    0  8313     4 19901 26379 23  1 76  0  0
19  0   5964 371626720 253728 7839304    0    0  9016    20 26163 28461 32  1 67  0  0
18  0   5964 371626720 253728 7839304    0    0  9016    20 26163 28461 32  1 67  0  0
17  0   5964 371728096 253728 7739808    0    0     0     0 17010 1385 33  0 67  0  0
16  0   5964 371728096 253728 7739808    0    0     0     0 17010 1385 33  0 67  0  0
21  0   5964 371723200 253728 7743208    0    0     0     0 16918 1280 33  0 67  0  0
20  0   5964 371723200 253728 7743208    0    0     0     0 16918 1280 33  0 67  0  0
21  0   5964 371862976 253728 7746564    0    0     0    31 17172 1736 33  0 67  0  0
20  0   5964 371862976 253728 7746564    0    0     0    31 17172 1736 33  0 67  0  0
23  0   5964 371676288 253728 7749912    0    0     0     2 16920 1266 33  0 67  0  0
22  0   5964 371676288 253728 7749912    0    0     0     2 16920 1266 33  0 67  0  0
17  0   5964 371657280 253728 7756608    0    0     0     0 16902 1287 33  0 67  0  0
16  0   5964 371657280 253728 7756608    0    0     0     0 16902 1287 33  0 67  0  0
17  0   5964 371653792 253728 7759960    0    0     0    18 16978 1287 33  0 67  0  0
16  0   5964 371653792 253728 7759960    0    0     0    18 16978 1287 33  0 67  0  0
17  0   5964 371642848 253728 7763300    0    0     0     0 17030 1437 33  0 67  0  0
16  0   5964 371642848 253728 7763300    0    0     0     0 17030 1437 33  0 67  0  0
19  0   5964 371637376 253728 7768884    0    0     0     0 16921 1266 33  0 67  0  0
18  0   5964 371637376 253728 7768884    0    0     0     0 16921 1266 33  0 67  0  0
21  0   5964 371655648 253728 7751584    0    0     0     9 17051 1519 33  0 67  0  0
23  0   5964 371655648 253728 7751584    0    0     0     9 17051 1519 33  0 67  0  0
21  0   5964 371692384 253728 7716752    0    0     0     0 16935 1230 33  0 67  0  0
20  0   5964 371692384 253728 7716752    0    0     0     0 16935 1230 33  0 67  0  0
17  0   5964 371689056 253728 7720144    0    0     0     0 16909 1226 33  0 67  0  0
16  0   5964 371689056 253728 7720144    0    0     0     0 16909 1226 33  0 67  0  0
15  0   5964 372768128 182680 7557476    0    0    59     3 16243 1607 31  0 69  0  0
14  0   5964 372768128 182680 7557476    0    0    59     3 16243 1607 31  0 69  0  0
15  0   5964 372761504 182680 7564132    0    0     0     1 14818  959 29  0 71  0  0
14  0   5964 372761504 182680 7564132    0    0     0     1 14818  959 29  0 71  0  0
17  0   5964 372758208 182680 7567544    0    0     0     0 14798  919 29  0 71  0  0
16  0   5964 372758208 182680 7567544    0    0     0     0 14798  919 29  0 71  0  0
15  0   5964 373790976 183320 7495528    0    0    65     6 15131 1614 29  0 71  0  0
15  0   5964 373791456 182120 7495216    0    0    65     6 15133 1615 29  0 71  0  0
10  0   5964 375460416   5060 7152292    0    0    83     3 11073 1460 20  0 80  0  0
10  0   5964 375460416   5060 7152292    0    0    83     3 11071 1459 20  0 80  0  0
12  0   5964 375186112  22272 7177124    0    0  1677     0 10614 5959 16  0 83  0  0
11  0   5964 375185632  22272 7177124    0    0  1677     0 10614 5959 16  0 83  0  0
12  0   5964 374197408  76108 7352884    0    0  5252    15 17175 16498 22  1 77  0  0
11  0   5964 374197408  76108 7352884    0    0  5252    15 17175 16498 22  1 77  0  0
14  0   5964 374176864  76108 7356264    0    0     0     0 11752  722 23  0 77  0  0
13  0   5964 374176864  76108 7356264    0    0     0     0 11752  722 23  0 77  0  0
12  0   5964 374169312  76108 7362956    0    0     0     0 11732  724 23  0 77  0  0
11  0   5964 374169312  76108 7362956    0    0     0     0 11732  724 23  0 77  0  0
23  0   5964 371868192 252976 7786936    0    0 17249    42 31990 56221 27  2 71  0  0
22  0   5964 371866144 252976 7786936    0    0 17249    42 31990 56221 27  2 71  0  0
21  0   5964 371481696 253728 7792584    0    0    74     2 16903 1486 33  0 67  0  0
20  0   5964 371481696 253728 7792584    0    0    74     2 16903 1486 33  0 67  0  0
17  0   5964 371472864 253728 7799320    0    0     0     0 16914 1305 33  0 67  0  0
16  0   5964 371472864 253728 7799320    0    0     0     0 16914 1305 33  0 67  0  0
23  0   5964 371468704 253728 7802720    0    0     0    10 16972 1311 33  0 67  0  0
22  0   5964 371468704 253728 7802720    0    0     0    10 16972 1311 33  0 67  0  0
17  0   5964 371423552 253728 7806084    0    0     0     0 17001 1466 33  0 67  0  0
16  0   5964 371423552 253728 7806084    0    0     0     0 17001 1466 33  0 67  0  0
17  0   5964 371419456 253728 7809468    0    0     0     0 16919 1258 33  0 67  0  0
16  0   5964 371419456 253728 7809468    0    0     0     0 16919 1258 33  0 67  0  0
21  0   5964 371415840 253728 7812832    0    0     0    37 17137 1551 33  0 67  0  0
18  0   5964 371415840 253728 7812832    0    0     0    37 17137 1551 33  0 67  0  0
19  0   5964 371798848 253728 7819560    0    0     0     0 16982 1333 33  0 67  0  0
18  0   5964 371798848 253728 7819560    0    0     0     0 16982 1333 33  0 67  0  0
19  0   5964 371399360 253728 7822908    0    0     0     0 16933 1302 33  0 67  0  0
18  0   5964 371399360 253728 7822908    0    0     0     0 16933 1302 33  0 67  0  0
20  0   5964 371389856 253728 7826300    0    0     0     6 17057 1352 33  0 67  0  0
18  0   5964 371389856 253728 7826300    0    0     0     6 17057 1352 33  0 67  0  0
21  0   5964 371382528 253728 7833000    0    0     0     2 16917 1273 33  0 67  0  0
20  0   5964 371382528 253728 7833000    0    0     0     2 16916 1273 33  0 67  0  0
17  0   5964 371378912 253728 7836348    0    0     0     0 16923 1240 33  0 67  0  0
16  0   5964 371378912 253728 7836348    0    0     0     0 16923 1240 33  0 67  0  0
17  0   5964 371374912 253728 7839692    0    0     0     6 17116 1559 33  0 67  0  0
16  0   5964 371374912 253728 7839692    0    0     0     6 17116 1559 33  0 67  0  0
17  0   5964 372451200 182680 7676952    0    0    59     1 15734 1504 30  0 70  0  0
16  0   5964 372451200 182680 7676952    0    0    59     1 15734 1504 30  0 70  0  0
15  0   5964 372447744 182680 7680296    0    0     0     0 14839 1009 29  0 71  0  0
14  0   5964 372447744 182680 7680296    0    0     0     0 14839 1009 29  0 71  0  0
15  0   5964 372440448 182680 7687028    0    0     0     6 14921 1014 29  0 71  0  0
14  0   5964 372440448 182680 7687028    0    0     0     6 14921 1014 29  0 71  0  0
10  0   5964 375136320   5060 7273588    0    0   148     0 13927 2035 25  0 74  0  0
 9  0   5964 375136320   5060 7273588    0    0   148     0 13927 2035 25  0 74  0  0
10  0   5964 375132864   5060 7276932    0    0     0     1 9717  526 19  0 81  0  0
 9  0   5964 375132864   5060 7276932    0    0     0     1 9717  526 19  0 81  0  0
10  0   5964 375126272   5060 7283628    0    0     0    15 9898  810 19  0 81  0  0
 9  0   5964 375126272   5060 7283628    0    0     0    15 9898  810 19  0 81  0  0
10  0   5964 375120256   5060 7286724    0    0     0     1 9715  503 19  0 81  0  0
 9  0   5964 375120256   5060 7286724    0    0     0     1 9715  503 19  0 81  0  0
 9  0   5964 376121888   5060 6334708    0    0     0     0 9916  554 19  0 81  0  0
 8  0   5964 376121888   5060 6334708    0    0     0     0 9916  554 19  0 81  0  0
10  0   5964 376152000   5060 6306956    0    0     0    27 9074  699 17  0 81  1  0
10  0   5964 376152000   5060 6306956    0    0     0    27 9073  699 17  0 81  1  0
10  0   5964 376158848   5060 6296932    0    0     0     0 9733  548 19  0 81  0  0
 9  0   5964 376158848   5060 6296932    0    0     0     0 9733  548 19  0 81  0  0
10  0   5964 376156032   5060 6300280    0    0     0     0 9668  519 19  0 81  0  0
 9  0   5964 376156032   5060 6300280    0    0     0     0 9668  519 19  0 81  0  0
10  0   5964 375814848   5060 6308780    0    0     0     9 9848  845 19  0 81  0  0
 9  0   5964 375814848   5060 6308780    0    0     0     9 9848  845 19  0 81  0  0
10  0   5964 375809664   5060 6312160    0    0     0     0 9658  450 19  0 81  0  0
 9  0   5964 375809664   5060 6312160    0    0     0     0 9658  450 19  0 81  0  0
10  0   5964 375796096   5060 6315508    0    0     0     0 9660  444 19  0 81  0  0
 9  0   5964 375796096   5060 6315508    0    0     0     0 9660  444 19  0 81  0  0
 9  0   5964 376543616   5060 6428316    0    0     0   124 8284 3240 15  0 85  0  0
 9  0   5964 376543616   5060 6428316    0    0     0   124 8284 3241 15  0 85  0  0
10  0   5964 375848672   5060 6594596    0    0     0 17402 10729 11559 16  0 83  0  0
 9  0   5964 375848672   5060 6594596    0    0     0 17402 10729 11559 16  0 83  0  0
 9  0   5964 376297856   5060 6629580    0    0     0     0 8296 1005 15  0 84  0  0
 8  0   5964 376297856   5060 6629580    0    0     0     0 8296 1005 15  0 84  0  0
10  0   5964 376011584   5060 6633008    0    0     0    12 10387 3024 19  0 81  0  0
 9  0   5964 376011584   5060 6633008    0    0     0    12 10387 3024 19  0 81  0  0
10  0   5964 375975936   5060 6639664    0    0     0 11192 9807  745 19  0 81  0  0
 9  0   5964 375975936   5060 6639664    0    0     0 11192 9807  745 19  0 81  0  0
 3  0   5964 375839104   5060 6643084    0    0     0     0 9663  506 19  0 81  0  0
 2  0   5964 375839104   5060 6643084    0    0     0     0 9663  506 19  0 81  0  0
10  0   5964 375800672   5060 6646440    0    0     0     8 8810  533 17  0 83  0  0
 9  0   5964 375800672   5060 6646440    0    0     0     8 8810  533 17  0 83  0  0
10  0   5964 375793344   5060 6653132    0    0     0     0 9706  528 19  0 81  0  0
 9  0   5964 375793344   5060 6653132    0    0     0     0 9706  528 19  0 81  0  0
10  0   5964 375785728   5060 6656484    0    0     0     0 9724  462 19  0 81  0  0
 9  0   5964 375785728   5060 6656484    0    0     0     0 9724  462 19  0 81  0  0
10  0   5964 375781984   5060 6659864    0    0     0     7 9882  793 19  0 81  0  0
10  0   5964 375781984   5060 6659864    0    0     0     7 9882  793 19  0 81  0  0
10  0   5964 375796672   5060 6646268    0    0     0     1 9690  507 19  0 81  0  0
 9  0   5964 375796672   5060 6646268    0    0     0     1 9690  507 19  0 81  0  0
10  0   5964 375788480   5060 6651964    0    0     0     0 9650  449 19  0 81  0  0
 9  0   5964 375788480   5060 6651964    0    0     0     0 9650  449 19  0 81  0  0
10  0   5964 375785152   5060 6655308    0    0     0     1 9777  482 19  0 81  0  0
 9  0   5964 375785152   5060 6655308    0    0     0     1 9777  482 19  0 81  0  0
10  0   5964 375777920   5060 6662000    0    0     0     0 9693  520 19  0 81  0  0
 9  0   5964 375777920   5060 6662000    0    0     0     0 9693  520 19  0 81  0  0
10  0   5964 375653216   5060 6668040    0    0     0     0 9596  564 19  0 81  0  0
 9  0   5964 375653216   5060 6668040    0    0     0     0 9596  564 19  0 81  0  0
10  0   5964 375645280   5060 6671384    0    0     0   972 9824  764 19  0 81  0  0
 9  0   5964 375645280   5060 6671384    0    0     0   972 9824  764 19  0 81  0  0
10  0   5964 375620224   5060 6674740    0    0     0     0 9678  554 19  0 81  0  0
 9  0   5964 375620224   5060 6674740    0    0     0     0 9678  554 19  0 81  0  0
10  0   5964 375613952   5060 6681432    0    0     0 11623 9749  713 19  0 81  0  0
 9  0   5964 375613952   5060 6681432    0    0     0 11623 9749  713 19  0 81  0  0
10  0   5964 375625600   5060 6666912    0    0     0     6 9739  529 19  0 81  0  0
 9  0   5964 375625600   5060 6666912    0    0     0     6 9739  529 19  0 81  0  0
10  0   5964 375617792   5060 6670260    0    0     0     2 8702  565 17  0 83  0  0
 9  0   5964 375617792   5060 6670260    0    0     0     2 8702  565 17  0 83  0  0
10  0   5964 375610560   5060 6676984    0    0     0     0 9701  487 19  0 81  0  0
 9  0   5964 375610560   5060 6676984    0    0     0     0 9701  487 19  0 81  0  0
10  0   5964 375606656   5060 6680336    0    0     0     8 9799  749 19  0 81  0  0
 9  0   5964 375606656   5060 6680336    0    0     0     8 9799  749 19  0 81  0  0
18  0   5964 375415392  19636 6698644    0    0  1423     0 11863 5908 19  0 81  0  0
15  0   5964 375414880  19788 6698492    0    0  1436     0 11876 5946 19  0 81  0  0
21  0   5964 371848288 253728 7311292    0    0 22832    10 39506 69721 31  2 67  0  0
20  0   5964 371848288 253728 7311292    0    0 22819    10 39493 69684 31  2 67  0  0
21  0   5964 371841728 253728 7314640    0    0     0     7 16948 1294 33  0 67  0  0
20  0   5964 371841728 253728 7314640    0    0     0     7 16948 1294 33  0 67  0  0
19  0   5964 371836320 253728 7318016    0    0     0     0 16917 1292 33  0 67  0  0
18  0   5964 371836320 253728 7318016    0    0     0     0 16917 1292 33  0 67  0  0
21  0   5964 372846016 253728 7287100    0    0     0     0 16996 1327 33  0 67  0  0
20  0   5964 372846016 253728 7287100    0    0     0     0 16996 1327 33  0 67  0  0
19  0   5964 371799168 253728 7292908    0    0     0    40 17224 1785 33  0 67  0  0
18  0   5964 371799168 253728 7292908    0    0     0    40 17224 1785 33  0 67  0  0
21  0   5964 371795584 253728 7296320    0    0     0   970 16923 1256 33  0 67  0  0
21  0   5964 371795584 253728 7296320    0    0     0   970 16923 1256 33  0 67  0  0
17  0   5964 371810720 253728 7282000    0    0     0     0 16915 1269 33  0 67  0  0
16  0   5964 371810720 253728 7282000    0    0     0     0 16915 1268 33  0 67  0  0
17  0   5964 371793248 253728 7285360    0    0     0 11624 17099 1708 33  0 67  0  0
16  0   5964 371793248 253728 7285360    0    0     0 11624 17099 1708 33  0 67  0  0
19  0   5964 371785920 253728 7292080    0    0     0     0 16875 1239 33  0 67  0  0
18  0   5964 371785920 253728 7292080    0    0     0     0 16875 1239 33  0 67  0  0
19  0   5964 371784704 253728 7293092    0    0     0     0 16896 1206 33  0 67  0  0
18  0   5964 371784704 253728 7293092    0    0     0     0 16896 1206 33  0 67  0  0
20  0   5964 371770784 253728 7297580    0    0     0    21 16598 3752 31  0 69  0  0
18  0   5964 371770784 253728 7297580    0    0     0    21 16598 3752 31  0 69  0  0
19  0   5964 371767584 253728 7300932    0    0     0     0 16849 1226 33  0 67  0  0
18  0   5964 371767584 253728 7300932    0    0     0     0 16849 1225 33  0 67  0  0
19  0   5964 371762112 253728 7304280    0    0     0     0 16836 1243 33  0 67  0  0
18  0   5964 371762112 253728 7304280    0    0     0     0 16836 1243 33  0 67  0  0
17  0   5964 371772736 253728 7293984    0    0     0     1 16894 1331 33  0 67  0  0
17  0   5964 371772736 253728 7293984    0    0     0     1 16894 1332 33  0 67  0  0
23  0   5964 371769472 253728 7297336    0    0     0     2 16881 1231 33  0 67  0  0
22  0   5964 371769472 253728 7297336    0    0     0     2 16881 1231 33  0 67  0  0
21  0   5964 371783552 253728 7283952    0    0     0     0 16847 1226 33  0 67  0  0
20  0   5964 371783552 253728 7283952    0    0     0     0 16847 1226 33  0 67  0  0
15  0   5964 375374400  12272 6707668    0    0   924    10 16317 6137 27  1 73  0  0
12  0   5964 375374400  12272 6707668    0    0   924    10 16319 6139 27  1 73  0  0
17  0   5964 371814048 253728 7329484    0    0 23548    10 37862 70318 31  2 67  0  0
16  0   5964 371814048 253728 7329484    0    0 23548    10 37860 70315 31  2 67  0  0
17  0   5964 371804224 253728 7336172    0    0     0     0 16986 1276 33  0 67  0  0
16  0   5964 371804224 253728 7336172    0    0     0     0 16986 1276 33  0 67  0  0
17  0   5964 371798592 253728 7339552    0    0     0   973 17046 1443 33  0 67  0  0
16  0   5964 371798592 253728 7339552    0    0     0   973 17046 1443 33  0 67  0  0
20  0   5964 372276416 253728 7342904    0    0     0 11623 16998 1505 33  0 67  0  0
19  0   5964 372276416 253728 7342904    0    0     0 11623 16998 1505 33  0 67  0  0
21  0   5964 371721248 253728 7347260    0    0     0     0 16973 1449 33  0 67  0  0
21  0   5964 371721248 253728 7347260    0    0     0     0 16973 1449 33  0 67  0  0
21  0   5964 371714336 253728 7352944    0    0     0    42 17136 1621 33  0 67  0  0
20  0   5964 371714336 253728 7352944    0    0     0    42 17136 1621 33  0 67  0  0
23  0   5964 371710400 253728 7356304    0    0     0     2 15898 1190 31  0 69  0  0
22  0   5964 371710400 253728 7356304    0    0     0     2 15898 1190 31  0 69  0  0
23  0   5964 371698144 253728 7359652    0    0     0     0 16932 1420 33  0 67  0  0
22  0   5964 371698144 253728 7359652    0    0     0     0 16932 1420 33  0 67  0  0
17  0   5964 371692736 253728 7363028    0    0     0     1 16921 1301 33  0 67  0  0
16  0   5964 371692736 253728 7363028    0    0     0     1 16921 1301 33  0 67  0  0
17  0   5964 371688224 253728 7367384    0    0     0     0 16920 1257 33  0 67  0  0
16  0   5964 371688224 253728 7367384    0    0     0     0 16920 1257 33  0 67  0  0
19  0   5964 371682016 253728 7373080    0    0     0     0 16891 1245 33  0 67  0  0
18  0   5964 371682016 253728 7373080    0    0     0     0 16891 1245 33  0 67  0  0
21  0   5964 371678208 253728 7376424    0    0     0     6 17069 1527 33  0 67  0  0
20  0   5964 371678208 253728 7376424    0    0     0     6 17069 1527 33  0 67  0  0
21  0   5964 371674848 253728 7379772    0    0     0     0 16944 1274 33  0 67  0  0
20  0   5964 371674848 253728 7379772    0    0     0     0 16944 1274 33  0 67  0  0
17  0   5964 371667680 253728 7386516    0    0     0     0 16920 1279 33  0 67  0  0
16  0   5964 371667680 253728 7386516    0    0     0     0 16920 1279 33  0 67  0  0
19  0   5964 371663744 253728 7389880    0    0     0   972 17023 1316 33  0 67  0  0
18  0   5964 371663744 253728 7389880    0    0     0   972 17023 1316 33  0 67  0  0
19  0   5964 371660128 253728 7393228    0    0     0     2 16992 1313 33  0 67  0  0
18  0   5964 371660128 253728 7393228    0    0     0     2 16992 1313 33  0 67  0  0
10  0   5964 375437920   5060 6814656    0    0   207 11624 14686 2831 26  0 73  0  0
 9  0   5964 375437920   5060 6814656    0    0   207 11624 14686 2831 26  0 73  0  0
10  0   5964 375435520   5060 6817988    0    0     0     9 9885  775 19  0 81  0  0
 9  0   5964 375435520   5060 6817988    0    0     0     9 9885  775 19  0 81  0  0
10  0   5964 375428768   5060 6824676    0    0     0     0 9676  561 19  0 81  0  0
 9  0   5964 375428768   5060 6824676    0    0     0     0 9676  561 19  0 81  0  0
10  0   5964 375418944   5060 6828056    0    0     0     0 8796  640 17  0 83  0  0
 9  0   5964 375418944   5060 6828056    0    0     0     0 8796  640 17  0 83  0  0
10  0   5964 375430208   5060 6817128    0    0     0    37 9728  554 19  0 81  0  0
 9  0   5964 375430208   5060 6817128    0    0     0    37 9728  554 19  0 81  0  0
10  0   5964 375422208   5060 6821296    0    0     0     0 9697  489 19  0 81  0  0
 9  0   5964 375422208   5060 6821296    0    0     0     0 9697  489 19  0 81  0  0
10  0   5964 375418688   5060 6824644    0    0     0     0 9676  491 19  0 81  0  0
 9  0   5964 375418688   5060 6824644    0    0     0     0 9676  491 19  0 81  0  0
15  0   5964 374399296 163312 7189340    0    0 15407     6 27254 50649 20  1 79  0  0
14  0   5964 374399296 163312 7189340    0    0 15407     6 27254 50649 20  1 79  0  0
18  0   5964 372732992 182680 7268320    0    0  1921     9 16909 6787 29  0 71  0  0
17  0   5964 372732992 182680 7268320    0    0  1921     9 16909 6787 29  0 71  0  0
17  0   5964 372726176 182680 7273048    0    0     0     0 14832 1039 29  0 71  0  0
16  0   5964 372726176 182680 7273048    0    0     0     0 14832 1039 29  0 71  0  0
15  0   5964 372722688 182680 7276412    0    0     0   982 14916 1079 29  0 71  0  0
15  0   5964 372722688 182680 7276412    0    0     0   982 14916 1080 29  0 71  0  0
15  0   5964 372687424 182680 7263892    0    0     0     0 14936 1209 29  0 71  0  0
14  0   5964 372687424 182680 7263892    0    0     0     0 14936 1209 29  0 71  0  0
15  0   5964 372678016 182680 7270580    0    0     0     0 14840 1092 29  0 71  0  0
14  0   5964 372678016 182680 7270580    0    0     0     0 14840 1092 29  0 71  0  0
21  0   5964 372674560 182680 7273932    0    0     0 11659 15126 1491 29  0 71  0  0
20  0   5964 372674560 182680 7273932    0    0     0 11659 15126 1491 29  0 71  0  0
19  0   5964 372671040 182680 7277316    0    0     0     0 14816  908 29  0 71  0  0
18  0   5964 372671040 182680 7277316    0    0     0     0 14816  907 29  0 71  0  0
15  0   5964 372661696 182680 7284004    0    0     0     0 13960 1144 27  0 73  0  0
14  0   5964 372661696 182680 7284004    0    0     0     0 13960 1144 27  0 73  0  0
17  0   5964 372659008 182680 7286024    0    0     0     3 14946 1019 29  0 71  0  0
16  0   5964 372659008 182680 7286024    0    0     0     3 14946 1019 29  0 71  0  0
15  0   5964 372673568 182680 7272412    0    0     0     2 14821  954 29  0 71  0  0
14  0   5964 372673568 182680 7272412    0    0     0     2 14821  954 29  0 71  0  0
17  0   5964 372670208 182680 7275756    0    0     0     0 14788  952 29  0 71  0  0
16  0   5964 372670208 182680 7275756    0    0     0     0 14788  952 29  0 71  0  0
18  0   5964 372666496 182680 7280116    0    0     0     9 14968 1265 29  0 71  0  0
17  0   5964 372666496 182680 7280116    0    0     0     9 14968 1265 29  0 71  0  0
15  0   5964 372677696 182680 7268196    0    0     0     0 14864 1025 29  0 71  0  0
14  0   5964 372677696 182680 7268196    0    0     0     0 14864 1025 29  0 71  0  0
17  0   5964 372674688 182680 7271456    0    0     0     0 14870 1000 29  0 71  0  0
16  0   5964 372674688 182680 7271456    0    0     0     0 14870 1000 29  0 71  0  0
17  0   5964 372671680 182680 7274804    0    0     0     6 14927 1025 29  0 71  0  0
16  0   5964 372671680 182680 7274804    0    0     0     6 14927 1025 29  0 71  0  0
17  0   5964 373788960 183608 7284020    0    0    94   966 15059 1524 29  0 71  0  0
16  0   5964 373799040 183608 7284020    0    0    94   966 15059 1524 29  0 71  0  0
